customer_id,gender,senior_citizen,partner,dependents,tenure,contract_type,paperless_billing,payment_method,monthly_call_minutes,monthly_data_usage_gb,number_of_calls,international_calls,roaming_usage,monthly_charges,total_charges,avg_revenue_per_user,internet_service,online_security,tech_support,streaming_tv,streaming_movies,network_type,churn_risk,churn,segment,churn_prediction
CUST06037,Female,1,0,1,63,Two year,0,Electronic check,1373.18,106.58,427,45,6.35,1186.9,2599.62,1253.14,DSL,1,0,0,0,Jio,Low,No,1,0.2
CUST06038,Female,1,1,0,60,Month-to-month,1,Electronic check,690.19,107.04,428,39,17.54,1052.85,48098.91,700.71,Fiber,1,0,1,1,Vodafone,Low,No,1,0.2
CUST06039,Male,0,1,1,61,One year,0,Electronic check,1726.38,48.16,475,24,10.98,1501.13,5598.77,710.16,Fiber,0,1,0,0,Jio,Medium,No,1,0.5
CUST06040,Male,1,0,0,61,Two year,0,Electronic check,83.54,127.62,164,49,6.18,1327.26,48425.64,335.71,Fiber,1,0,1,0,Airtel,Medium,No,1,0.5
CUST06041,Female,1,1,0,45,Two year,1,Electronic check,992.11,119.31,245,18,0.76,750.07,35540.34,604.06,None,0,0,0,1,Airtel,Low,No,2,0.2
CUST06042,Female,0,0,1,21,Two year,1,Credit card,361.78,92.56,164,49,0.26,1087.08,47181.76,358.88,Fiber,1,0,1,1,Vodafone,Low,No,0,0.2
CUST06043,Female,0,1,1,44,Two year,1,Credit card,361.92,27.22,495,16,7.07,1668.47,3087.49,1377.8,Fiber,0,1,0,0,Jio,Medium,No,1,0.5
CUST06044,Male,1,1,0,1,One year,0,Mailed check,1070.66,135.78,457,17,4.31,1302.57,22648.63,559.84,DSL,0,1,1,0,Jio,High,Yes,0,0.8
CUST06045,Male,1,0,0,44,One year,0,Electronic check,622.52,79.35,304,45,1.05,1912.72,47660.93,659.32,None,1,0,0,0,Airtel,Medium,No,1,0.5
CUST06046,Female,1,0,1,62,One year,1,Credit card,923.42,56.77,197,39,11.06,1531.49,32498.79,287.85,Fiber,0,1,1,1,Jio,Medium,No,1,0.5
CUST06047,Male,0,1,0,61,Two year,1,Bank transfer,618.26,139.13,218,49,19.78,1020.86,27566.64,1489.08,Fiber,0,1,1,1,Jio,Low,No,1,0.2
CUST06048,Male,0,1,0,50,Month-to-month,1,Mailed check,915.59,145.76,82,8,8.45,1632.32,33741.91,900.02,None,1,0,1,1,Airtel,Medium,No,1,0.5
CUST06049,Female,1,1,0,41,Two year,0,Credit card,578.98,107.72,105,0,11.04,939.16,9719.96,904.31,None,1,1,1,1,Jio,Low,No,1,0.2
CUST06050,Female,0,0,0,33,One year,0,Bank transfer,1609.07,118.81,416,5,4.4,504.06,37424.43,303.73,DSL,0,0,1,0,Jio,Low,No,2,0.2
CUST06051,Male,1,1,0,12,One year,1,Mailed check,1120.08,37.39,343,37,4.1,1295.45,14147.08,1050.95,Fiber,0,1,0,0,Vodafone,Medium,No,0,0.5
CUST06052,Male,1,0,1,2,One year,1,Bank transfer,331.25,39.19,20,37,6.57,771.4,14443.06,1053.55,None,1,1,0,1,Jio,Medium,No,2,0.5
CUST06053,Female,0,1,0,21,Month-to-month,1,Electronic check,26.83,85.6,13,38,16.7,146.24,30072.94,1365.85,DSL,1,0,0,1,Airtel,Low,No,2,0.2
CUST06054,Male,1,1,0,14,Month-to-month,1,Bank transfer,44.81,147.49,60,16,19.21,505.74,1544.45,497.14,Fiber,1,1,1,0,Jio,Low,No,2,0.2
CUST06055,Male,0,1,1,34,One year,0,Electronic check,849.16,111.61,303,8,14.79,416.45,3174.8,1317.68,None,0,0,0,0,Airtel,Low,No,2,0.2
CUST06056,Female,0,1,1,64,Two year,1,Mailed check,635.1,112.03,60,10,0.41,1609.24,1284.65,721.14,None,0,0,1,0,Airtel,Medium,No,1,0.5
CUST06057,Female,1,1,1,23,One year,1,Electronic check,531.6,39.01,57,17,8.77,1479.76,38455.78,415.24,Fiber,1,1,1,1,Airtel,Medium,No,0,0.5
CUST06058,Male,0,0,0,50,One year,0,Bank transfer,1249.62,63.26,473,44,8.41,1266.6,1832.09,1025.03,DSL,1,1,0,1,Jio,Medium,No,1,0.5
CUST06059,Male,1,0,0,14,Month-to-month,1,Electronic check,1628.26,51.71,301,45,18.7,1874.23,5238.07,145.69,DSL,1,1,1,1,Vodafone,Medium,No,0,0.5
CUST06060,Male,0,0,1,46,Month-to-month,1,Electronic check,136.13,45.69,290,36,14.91,437.41,30527.02,1301.24,None,1,0,0,1,Airtel,Low,No,2,0.2
CUST06061,Female,1,1,1,5,Month-to-month,0,Mailed check,228.85,109.8,142,6,14.29,409.07,24008.49,191.53,None,0,1,0,0,Jio,Medium,No,2,0.5
CUST06062,Male,1,0,1,66,Month-to-month,1,Electronic check,743.8,15.43,339,34,11.3,1826.26,18619.4,658.2,DSL,1,1,0,0,Jio,Medium,No,1,0.5
CUST06063,Male,1,0,1,22,One year,1,Credit card,888.56,25.23,78,43,12.92,1328.09,18103.51,300.66,None,1,1,0,1,Airtel,Medium,No,0,0.5
CUST06064,Female,0,1,1,70,Two year,1,Mailed check,796.51,62.14,370,6,13.97,1158.44,43046.59,758.78,None,1,0,1,1,Airtel,Low,No,1,0.2
CUST06065,Female,1,1,0,2,One year,0,Bank transfer,1280.89,45.76,347,38,11.05,1504.8,4354.5,1440.44,Fiber,0,0,0,0,Jio,High,Yes,0,0.8
CUST06066,Male,0,0,1,29,One year,1,Mailed check,183.56,135.55,384,10,16.9,634.18,46343.52,299.7,DSL,0,1,0,0,Airtel,Low,No,2,0.2
CUST06067,Female,0,0,0,61,Two year,0,Bank transfer,994.51,30.47,32,9,0.74,1229.28,12169.5,250.51,None,1,1,0,0,Jio,Medium,No,1,0.5
CUST06068,Female,0,0,0,71,One year,0,Bank transfer,1625.37,37.7,495,33,18.83,910.11,24641.06,377.07,DSL,1,0,1,1,Jio,Low,No,1,0.2
CUST06069,Male,0,0,1,16,Two year,0,Electronic check,1857.63,27.12,23,23,15.47,682.25,47871.95,1413.86,Fiber,0,0,1,0,Jio,Low,No,2,0.2
CUST06070,Female,0,0,1,64,Month-to-month,1,Mailed check,1125.15,128.82,189,11,10.58,1763.99,32121.72,493.63,DSL,1,1,1,0,Jio,Medium,No,1,0.5
CUST06071,Female,1,0,1,14,Month-to-month,0,Bank transfer,285.46,30.71,96,8,17.21,404.26,12938.34,949.82,DSL,1,0,1,0,Vodafone,Low,No,2,0.2
CUST06072,Male,0,0,1,43,Month-to-month,0,Credit card,1457.67,53.14,390,21,16.56,132.99,49126.84,504.03,None,1,1,1,0,Vodafone,Low,No,2,0.2
CUST06073,Female,1,1,1,43,Two year,1,Electronic check,1594.7,100.56,57,37,8.39,781.3,40819.38,1107.44,DSL,1,1,1,1,Airtel,Low,No,2,0.2
CUST06074,Male,1,0,0,70,One year,0,Electronic check,400.62,12.11,364,45,16.8,475.97,16048.48,983.63,Fiber,0,1,1,1,Vodafone,Low,No,2,0.2
CUST06075,Male,0,1,1,55,Month-to-month,0,Bank transfer,1358.23,122.59,322,31,3.77,1639.96,30159.25,1443.47,Fiber,1,0,1,1,Vodafone,Medium,No,1,0.5
CUST06076,Female,1,1,1,31,Month-to-month,0,Credit card,1861.72,106.08,170,7,9.38,339.6,28031.61,560.39,DSL,0,0,1,1,Jio,Low,No,2,0.2
CUST06077,Female,1,1,0,40,One year,1,Electronic check,1440.5,39.53,303,47,4.65,1880.23,31023.76,537.59,Fiber,0,0,0,1,Airtel,Medium,No,1,0.5
CUST06078,Female,0,0,1,27,Month-to-month,0,Mailed check,836.98,59.07,458,20,2.49,417.32,6559.86,1190.84,DSL,1,1,1,1,Airtel,Low,No,2,0.2
CUST06079,Male,1,0,1,52,Month-to-month,0,Bank transfer,891.1,93.2,15,15,17.89,1788.59,32451.45,321.46,Fiber,1,1,1,0,Jio,Medium,No,1,0.5
CUST06080,Female,0,1,1,7,Two year,1,Credit card,168.32,142.0,158,32,7.34,418.92,11100.12,1119.36,None,0,1,1,1,Jio,Medium,No,2,0.5
CUST06081,Male,0,0,0,46,One year,1,Bank transfer,1056.97,94.57,36,41,13.69,190.08,16305.73,1180.95,Fiber,1,0,1,1,Vodafone,Low,No,2,0.2
CUST06082,Female,0,0,1,33,Two year,0,Electronic check,1607.34,38.33,334,24,7.5,1025.91,27497.08,1301.74,DSL,1,1,0,0,Airtel,Low,No,0,0.2
CUST06083,Female,1,1,1,8,Month-to-month,1,Credit card,1957.21,72.63,484,38,10.88,776.1,11044.44,1065.76,None,1,0,0,1,Vodafone,Medium,No,0,0.5
CUST06084,Female,1,0,1,5,Month-to-month,0,Bank transfer,804.61,67.72,143,5,6.96,1234.89,44663.95,333.84,None,1,1,0,0,Airtel,High,Yes,0,0.8
CUST06085,Male,1,1,1,61,One year,1,Bank transfer,876.38,80.12,305,3,14.85,1316.37,21169.29,570.33,None,1,1,0,0,Vodafone,Medium,No,1,0.5
CUST06086,Female,1,1,0,60,Month-to-month,0,Bank transfer,118.98,78.1,162,22,15.73,1874.32,8691.06,178.21,Fiber,1,0,0,0,Vodafone,Medium,No,1,0.5
CUST06087,Female,0,1,1,24,Two year,1,Mailed check,1552.49,54.93,334,8,8.61,1909.16,3510.18,1153.9,None,0,1,0,0,Jio,Medium,No,0,0.5
CUST06088,Male,0,1,0,7,Two year,0,Mailed check,1436.15,130.84,199,35,17.19,1039.45,39181.34,1067.6,DSL,1,1,1,1,Vodafone,Medium,No,0,0.5
CUST06089,Male,1,0,1,61,One year,0,Mailed check,811.82,49.85,88,10,7.11,495.47,41501.05,820.81,Fiber,0,1,1,0,Airtel,Low,No,2,0.2
CUST06090,Female,0,1,1,36,One year,1,Mailed check,1421.46,79.73,55,34,15.25,568.81,4460.41,1470.15,None,1,0,1,0,Jio,Low,No,2,0.2
CUST06091,Female,1,0,1,27,Month-to-month,1,Electronic check,1249.82,39.5,441,11,13.0,288.42,27360.12,547.72,None,0,1,1,1,Jio,Low,No,2,0.2
CUST06092,Female,0,0,0,29,One year,1,Bank transfer,1540.3,65.5,431,34,9.12,630.76,32837.81,1346.62,Fiber,0,1,0,0,Vodafone,Low,No,2,0.2
CUST06093,Male,0,0,1,20,One year,1,Mailed check,635.14,102.37,70,6,17.78,1830.64,45459.57,354.46,None,0,1,1,1,Airtel,Medium,No,0,0.5
CUST06094,Male,0,0,1,70,Month-to-month,1,Electronic check,1305.13,113.8,90,28,11.45,791.74,2889.09,1437.09,DSL,0,0,1,1,Airtel,Low,No,1,0.2
CUST06095,Male,0,1,0,3,Month-to-month,0,Mailed check,1254.99,121.03,282,20,16.8,1295.09,17702.82,504.34,Fiber,1,1,1,0,Vodafone,High,Yes,0,0.8
CUST06096,Male,0,1,1,39,Two year,0,Electronic check,190.08,110.66,57,2,14.67,1963.36,6410.15,1228.74,DSL,1,0,0,1,Airtel,Medium,No,1,0.5
CUST06097,Female,1,1,1,45,Two year,1,Credit card,569.1,70.28,42,23,10.65,301.8,21717.62,257.19,None,0,0,1,0,Vodafone,Low,No,2,0.2
CUST06098,Male,1,1,1,68,One year,0,Mailed check,1721.8,6.1,27,29,6.53,1572.22,18921.98,672.85,None,0,0,0,1,Airtel,High,Yes,1,0.8
CUST06099,Male,0,1,1,31,Month-to-month,0,Mailed check,320.7,78.91,45,26,19.02,1428.41,29969.52,1452.27,Fiber,1,0,1,0,Airtel,Medium,No,0,0.5
CUST06100,Male,1,0,0,38,One year,1,Bank transfer,765.33,8.75,319,28,1.13,1655.18,33919.18,535.74,None,0,1,0,1,Jio,High,Yes,1,0.8
CUST06101,Female,0,1,0,6,Two year,0,Mailed check,458.22,144.98,396,29,17.89,359.62,48244.04,1192.76,None,0,1,1,1,Airtel,Medium,No,2,0.5
CUST06102,Female,0,0,0,8,One year,1,Mailed check,288.97,57.0,98,35,10.13,1052.38,8561.44,778.22,DSL,0,1,1,1,Vodafone,Medium,No,0,0.5
CUST06103,Male,0,0,1,28,Two year,0,Electronic check,281.46,75.8,364,22,14.97,1299.8,40061.24,947.45,None,0,1,0,0,Vodafone,Medium,No,0,0.5
CUST06104,Male,0,1,1,15,Two year,0,Bank transfer,702.43,19.87,374,36,6.68,1543.16,42379.35,937.96,Fiber,1,1,1,0,Jio,Medium,No,0,0.5
CUST06105,Female,1,0,1,8,One year,1,Bank transfer,1608.91,149.36,157,25,7.68,1453.0,28471.01,898.33,Fiber,1,0,1,0,Vodafone,High,Yes,0,0.8
CUST06106,Female,0,0,1,54,Two year,0,Credit card,1932.97,74.08,109,49,3.82,1183.84,39495.37,776.72,Fiber,0,1,0,1,Vodafone,Low,No,1,0.2
CUST06107,Female,1,1,0,6,Two year,1,Electronic check,1147.95,45.09,372,35,19.09,990.42,17807.35,366.85,None,1,0,0,1,Jio,Medium,No,0,0.5
CUST06108,Female,0,1,1,29,Month-to-month,0,Mailed check,1274.1,29.36,40,27,0.87,1888.26,2214.95,117.14,DSL,0,1,1,1,Airtel,Medium,No,0,0.5
CUST06109,Female,0,1,0,34,One year,0,Electronic check,1559.7,97.66,30,36,7.74,444.38,7959.35,1048.31,DSL,0,1,0,1,Vodafone,Low,No,2,0.2
CUST06110,Female,1,0,1,7,One year,0,Mailed check,1326.98,65.73,137,3,6.69,487.25,8787.24,1088.36,Fiber,0,0,0,1,Airtel,Medium,No,2,0.5
CUST06111,Female,0,1,1,40,One year,1,Credit card,1698.16,47.94,366,28,16.26,310.04,43830.34,1183.4,Fiber,1,0,0,0,Airtel,Low,No,2,0.2
CUST06112,Female,0,1,0,13,Two year,1,Mailed check,1769.26,1.94,299,43,10.03,313.08,47915.72,1403.19,Fiber,1,1,0,1,Vodafone,Medium,No,2,0.5
CUST06113,Male,1,0,1,62,Two year,0,Bank transfer,1259.14,5.94,239,13,3.38,1758.63,20429.61,327.58,None,0,1,0,0,Jio,High,Yes,1,0.8
CUST06114,Male,1,1,0,65,Two year,1,Credit card,1070.79,104.2,194,43,10.18,1251.4,32987.73,1346.68,None,1,0,1,1,Airtel,Medium,No,1,0.5
CUST06115,Male,1,0,0,41,One year,1,Mailed check,788.19,72.34,174,44,4.72,1875.67,15515.81,430.21,DSL,0,0,1,0,Jio,Medium,No,1,0.5
CUST06116,Male,0,0,1,42,Month-to-month,1,Credit card,928.55,127.41,266,36,0.34,1784.04,22555.92,859.04,DSL,0,1,1,0,Airtel,Medium,No,1,0.5
CUST06117,Male,0,1,0,66,One year,0,Bank transfer,697.46,113.15,66,32,10.89,669.98,31223.62,463.1,Fiber,0,0,1,1,Jio,Low,No,2,0.2
CUST06118,Male,1,0,0,11,One year,1,Bank transfer,859.66,86.23,320,30,7.21,1317.5,42881.09,294.45,None,0,1,0,0,Airtel,High,Yes,0,0.8
CUST06119,Female,1,0,1,50,One year,1,Electronic check,1800.42,84.37,168,13,4.78,819.93,21625.52,171.99,Fiber,1,0,1,0,Airtel,Low,No,1,0.2
CUST06120,Female,0,1,0,71,Month-to-month,1,Mailed check,1945.02,111.93,32,24,3.44,1763.74,35100.41,581.06,None,0,1,1,0,Airtel,Medium,No,1,0.5
CUST06121,Male,0,1,0,35,One year,1,Credit card,729.45,111.3,116,8,9.07,1494.08,12812.82,1459.86,Fiber,0,1,0,0,Airtel,Medium,No,0,0.5
CUST06122,Male,1,1,1,20,Month-to-month,1,Electronic check,448.97,50.51,111,24,17.39,333.61,16765.16,761.57,DSL,1,0,0,1,Airtel,Low,No,2,0.2
CUST06123,Female,1,0,0,28,Month-to-month,1,Credit card,165.6,16.25,378,40,15.16,580.25,11364.54,152.61,DSL,0,0,0,0,Vodafone,Low,No,2,0.2
CUST06124,Female,1,0,1,37,One year,1,Electronic check,1675.49,115.89,340,45,0.09,1348.4,43319.76,1044.52,DSL,0,0,1,0,Vodafone,Medium,No,1,0.5
CUST06125,Female,1,1,0,3,One year,1,Electronic check,1742.63,33.85,496,24,14.62,566.66,6365.27,382.52,None,1,0,0,0,Vodafone,Medium,No,2,0.5
CUST06126,Male,0,1,1,59,One year,1,Electronic check,906.44,118.79,313,29,1.45,1113.67,38613.86,181.78,None,0,0,1,1,Vodafone,Low,No,1,0.2
CUST06127,Female,0,1,1,27,Two year,1,Bank transfer,1089.41,92.9,413,19,10.96,563.08,31777.56,1209.61,None,0,1,0,0,Vodafone,Low,No,2,0.2
CUST06128,Male,0,0,1,32,Month-to-month,0,Bank transfer,1482.24,54.02,366,22,15.6,1395.8,32675.0,724.71,DSL,0,1,1,1,Airtel,Medium,No,0,0.5
CUST06129,Male,0,1,1,48,One year,0,Bank transfer,757.95,127.91,400,0,9.07,241.53,43908.52,1468.07,DSL,1,1,0,0,Vodafone,Low,No,2,0.2
CUST06130,Female,1,0,1,46,Month-to-month,0,Bank transfer,410.97,103.83,108,14,7.53,1469.33,26775.01,1100.66,DSL,1,0,0,1,Airtel,Medium,No,1,0.5
CUST06131,Female,0,1,0,47,Two year,0,Credit card,238.22,81.99,139,20,18.79,739.32,4253.96,504.02,Fiber,0,1,0,0,Vodafone,Low,No,2,0.2
CUST06132,Male,1,0,1,40,Two year,0,Mailed check,478.13,45.48,260,29,0.59,960.69,46590.76,1473.94,None,0,1,1,1,Jio,Low,No,1,0.2
CUST06133,Female,0,0,1,3,One year,1,Bank transfer,1294.21,147.95,234,10,2.12,1017.8,17200.03,1319.14,Fiber,0,1,0,1,Vodafone,Medium,No,0,0.5
CUST06134,Female,0,1,0,29,Month-to-month,1,Mailed check,701.89,125.86,305,49,17.41,468.32,1973.8,542.48,DSL,1,0,1,0,Airtel,Low,No,2,0.2
CUST06135,Male,0,0,1,58,Two year,1,Electronic check,1736.73,20.92,417,25,17.72,1889.1,26891.53,506.75,Fiber,1,1,1,1,Jio,Medium,No,1,0.5
CUST06136,Female,1,0,0,50,Two year,1,Mailed check,184.21,121.03,368,29,7.45,99.31,18242.74,803.4,None,0,1,0,0,Airtel,Low,No,2,0.2
CUST06137,Male,0,1,0,10,Month-to-month,0,Bank transfer,838.58,18.47,467,8,10.8,807.22,45632.42,858.48,DSL,0,1,0,1,Airtel,Medium,No,0,0.5
CUST06138,Male,1,1,1,61,Two year,0,Credit card,521.36,37.54,119,4,3.29,343.21,25779.73,910.1,DSL,1,1,0,0,Vodafone,Low,No,2,0.2
CUST06139,Female,1,0,0,61,Month-to-month,1,Bank transfer,1776.52,143.65,18,46,17.69,782.86,3142.23,404.54,None,0,1,0,0,Airtel,Low,No,1,0.2
CUST06140,Male,0,0,0,23,One year,1,Credit card,1614.37,130.55,131,46,9.38,296.5,12284.23,176.54,None,0,0,0,1,Jio,Low,No,2,0.2
CUST06141,Male,1,0,0,6,Month-to-month,0,Bank transfer,1968.77,91.1,308,33,11.28,818.54,11547.15,858.13,Fiber,1,0,0,1,Airtel,Medium,No,0,0.5
CUST06142,Female,0,1,1,60,One year,1,Electronic check,247.35,105.02,362,32,2.36,467.37,38321.32,948.94,Fiber,1,0,1,0,Jio,Low,No,2,0.2
CUST06143,Female,1,0,0,27,Month-to-month,1,Credit card,1566.66,13.9,60,33,12.3,1151.19,3760.32,1441.11,DSL,1,1,0,0,Airtel,Low,No,0,0.2
CUST06144,Female,0,0,1,55,Two year,0,Electronic check,260.46,50.19,222,0,13.92,121.72,16611.63,861.15,None,0,1,0,0,Jio,Low,No,2,0.2
CUST06145,Male,1,1,1,31,One year,1,Bank transfer,318.5,48.7,471,14,5.89,1060.59,33702.41,318.84,DSL,1,0,1,1,Jio,Low,No,0,0.2
CUST06146,Male,1,1,0,30,Month-to-month,1,Electronic check,87.99,5.38,59,30,17.92,636.25,30862.16,530.18,None,1,0,1,0,Airtel,Medium,No,2,0.5
CUST06147,Female,0,1,1,67,One year,1,Mailed check,934.77,105.76,352,11,4.08,709.77,32556.98,172.75,Fiber,1,0,1,1,Jio,Low,No,2,0.2
CUST06148,Male,0,1,0,13,Month-to-month,0,Mailed check,260.5,46.48,213,6,17.95,772.89,28188.52,121.55,Fiber,0,1,0,1,Vodafone,Low,No,2,0.2
CUST06149,Female,0,1,0,59,Month-to-month,0,Credit card,703.22,95.15,159,44,14.07,1339.17,9197.92,769.14,DSL,0,1,0,0,Vodafone,Medium,No,1,0.5
CUST06150,Female,0,0,1,54,One year,0,Mailed check,559.64,4.57,101,32,16.62,1538.77,33879.41,1026.79,DSL,0,1,1,0,Vodafone,High,Yes,1,0.8
CUST06151,Male,1,0,1,21,One year,0,Mailed check,1952.95,0.75,100,41,13.98,725.44,47571.88,1431.96,None,0,1,0,0,Jio,Medium,No,2,0.5
CUST06152,Female,1,0,1,43,One year,0,Bank transfer,1319.94,25.92,19,31,8.57,1856.48,2534.27,986.96,DSL,0,1,1,0,Vodafone,Medium,No,1,0.5
CUST06153,Male,1,1,0,11,Two year,0,Bank transfer,826.81,105.58,219,4,6.63,1516.85,18410.78,353.49,None,0,0,1,1,Jio,High,Yes,0,0.8
CUST06154,Male,1,1,0,67,Month-to-month,0,Mailed check,1758.12,90.82,481,37,14.68,866.29,14933.48,1370.13,None,1,0,0,1,Vodafone,Low,No,1,0.2
CUST06155,Female,0,1,0,38,Month-to-month,1,Credit card,137.05,30.54,204,4,5.96,284.83,7831.97,1331.91,None,1,1,1,0,Airtel,Low,No,2,0.2
CUST06156,Male,1,0,1,24,One year,0,Mailed check,675.17,78.74,397,16,1.24,1163.65,13588.51,670.66,DSL,1,1,0,1,Jio,Low,No,0,0.2
CUST06157,Female,0,1,0,51,Month-to-month,1,Bank transfer,1034.04,93.07,39,6,4.94,1265.15,1759.12,831.48,DSL,0,0,0,1,Vodafone,Medium,No,1,0.5
CUST06158,Male,1,1,0,61,Month-to-month,0,Electronic check,117.21,140.87,478,24,15.1,357.98,32316.66,799.11,DSL,1,1,0,1,Vodafone,Low,No,2,0.2
CUST06159,Male,0,1,0,46,Month-to-month,1,Credit card,300.26,114.48,159,24,15.86,1717.85,30815.84,716.48,DSL,1,1,1,0,Airtel,Medium,No,1,0.5
CUST06160,Male,0,0,0,43,One year,1,Credit card,1791.14,20.81,101,2,5.53,823.71,25420.22,561.68,None,0,1,1,0,Vodafone,Low,No,2,0.2
CUST06161,Female,0,1,1,27,Month-to-month,0,Mailed check,367.46,40.9,210,35,6.56,388.5,16044.45,1481.56,DSL,1,1,0,1,Vodafone,Low,No,2,0.2
CUST06162,Male,0,1,0,30,Month-to-month,1,Electronic check,1844.1,60.82,373,27,10.99,1088.67,48821.89,1371.51,Fiber,1,1,0,1,Airtel,Low,No,0,0.2
CUST06163,Female,0,0,1,63,Two year,0,Credit card,201.18,16.24,306,22,5.24,900.88,31150.57,566.8,None,0,1,0,1,Airtel,Low,No,1,0.2
CUST06164,Male,1,1,0,10,Two year,1,Credit card,1777.55,83.53,498,7,12.12,1319.1,44425.01,959.92,None,0,0,0,0,Airtel,High,Yes,0,0.8
CUST06165,Male,0,1,0,3,One year,1,Bank transfer,912.89,136.11,153,30,5.64,426.88,15650.99,219.6,DSL,1,1,1,0,Airtel,Medium,No,2,0.5
CUST06166,Female,1,1,0,60,Month-to-month,1,Mailed check,1150.8,46.3,449,20,2.42,138.45,37883.3,1143.47,Fiber,1,1,1,0,Jio,Low,No,2,0.2
CUST06167,Female,1,0,1,27,Month-to-month,0,Mailed check,570.43,147.7,494,44,3.1,1004.28,792.59,1281.19,Fiber,0,0,0,0,Jio,Low,No,0,0.2
CUST06168,Female,0,1,1,45,Two year,1,Credit card,553.95,37.77,78,34,5.01,397.68,34003.84,753.55,DSL,0,1,1,0,Vodafone,Low,No,2,0.2
CUST06169,Female,1,1,1,62,One year,1,Electronic check,989.35,71.1,151,40,3.36,396.25,37534.41,206.33,None,0,0,0,1,Airtel,Low,No,2,0.2
CUST06170,Female,1,0,0,24,One year,0,Electronic check,718.06,51.78,445,40,19.49,1387.06,13860.63,915.29,Fiber,1,1,1,1,Airtel,Medium,No,0,0.5
CUST06171,Male,1,0,0,46,Month-to-month,0,Electronic check,164.62,46.56,23,41,13.17,590.66,49906.89,176.84,DSL,1,1,0,0,Vodafone,Low,No,2,0.2
CUST06172,Male,0,1,1,44,Two year,1,Electronic check,713.83,56.99,184,49,3.59,1694.98,25164.01,1242.32,None,0,0,0,1,Airtel,Medium,No,1,0.5
CUST06173,Female,0,0,0,63,Two year,0,Mailed check,516.87,5.35,281,28,8.48,1077.01,18784.55,919.03,None,1,1,1,0,Vodafone,Medium,No,1,0.5
CUST06174,Male,0,1,0,4,Two year,0,Bank transfer,1700.78,80.04,368,2,5.38,1254.35,9656.62,1319.23,None,0,1,0,1,Vodafone,High,Yes,0,0.8
CUST06175,Male,0,0,1,16,Month-to-month,0,Electronic check,1678.67,111.34,52,43,13.69,708.72,8194.34,630.52,None,0,0,1,0,Jio,Low,No,2,0.2
CUST06176,Male,1,1,0,51,Month-to-month,0,Electronic check,291.54,129.64,77,24,17.35,524.25,10728.67,450.22,DSL,0,0,1,1,Airtel,Low,No,2,0.2
CUST06177,Female,1,1,0,48,Month-to-month,1,Bank transfer,1462.84,48.99,264,1,8.02,401.04,27039.22,1414.17,Fiber,0,0,1,1,Airtel,Low,No,2,0.2
CUST06178,Male,1,1,0,65,Two year,0,Mailed check,907.17,82.79,430,43,8.58,1442.46,27059.54,1361.11,None,1,0,1,0,Airtel,Medium,No,1,0.5
CUST06179,Male,1,0,1,69,One year,1,Bank transfer,1738.33,133.97,151,40,7.97,1408.35,26759.16,192.44,Fiber,1,0,1,1,Vodafone,Medium,No,1,0.5
CUST06180,Male,1,0,0,45,Month-to-month,0,Bank transfer,555.24,120.08,50,33,8.98,1035.09,43046.08,1308.6,Fiber,0,1,0,0,Vodafone,Low,No,1,0.2
CUST06181,Female,1,1,1,3,Month-to-month,0,Electronic check,185.35,69.88,96,14,0.72,1583.49,576.57,1399.23,Fiber,0,1,1,1,Vodafone,High,Yes,0,0.8
CUST06182,Male,0,1,0,17,One year,0,Bank transfer,1602.99,25.14,338,38,11.85,1623.92,13713.0,734.48,DSL,0,1,0,0,Airtel,Medium,No,0,0.5
CUST06183,Male,1,1,1,37,One year,1,Bank transfer,1738.03,83.97,417,38,19.04,939.14,44339.7,1349.79,DSL,1,0,0,0,Vodafone,Low,No,1,0.2
CUST06184,Female,1,1,1,5,Two year,1,Mailed check,1682.62,148.46,84,39,15.71,1336.19,5446.71,726.2,None,0,0,1,1,Airtel,High,Yes,0,0.8
CUST06185,Female,1,0,1,47,Month-to-month,1,Electronic check,665.31,113.75,485,46,17.23,1832.0,10139.85,180.11,DSL,1,1,0,1,Jio,Medium,No,1,0.5
CUST06186,Male,0,0,1,44,Two year,1,Electronic check,71.42,127.28,28,11,4.58,253.76,16673.52,864.93,Fiber,1,1,1,0,Jio,Low,No,2,0.2
CUST06187,Male,1,1,0,33,Month-to-month,0,Credit card,287.83,28.72,476,23,12.14,122.05,40726.04,1410.43,DSL,1,1,1,0,Vodafone,Low,No,2,0.2
CUST06188,Female,1,0,1,21,Two year,1,Electronic check,1839.54,135.63,277,5,17.86,998.39,29400.59,847.75,Fiber,1,1,0,0,Vodafone,Low,No,0,0.2
CUST06189,Female,0,0,0,67,Two year,0,Mailed check,734.5,2.61,312,5,1.37,729.31,28005.5,294.65,None,1,0,0,0,Vodafone,Medium,No,2,0.5
CUST06190,Female,1,0,0,68,One year,1,Mailed check,1761.61,129.4,107,47,17.55,264.31,46288.89,715.45,None,0,1,0,0,Vodafone,Low,No,2,0.2
CUST06191,Female,0,1,1,32,Month-to-month,0,Mailed check,1961.82,36.25,149,36,1.29,383.56,24622.85,248.74,None,0,0,1,1,Jio,Low,No,2,0.2
CUST06192,Female,0,1,0,24,One year,1,Credit card,797.47,93.6,140,25,19.66,588.25,47377.0,919.4,DSL,0,1,0,0,Airtel,Low,No,2,0.2
